text,labels,lang,id,translation
Rules of SAF-T structure for VAT - JPK_VAT corrections since 2018,"['VAT & Customs', 'Tax']",English,Poland-454,Rules of SAF-T structure for VAT - JPK_VAT corrections since 2018
UFRS 17/TFRS 17 Sigorta Sözleşmeleri,"['Actuary, Pension & Insurance', 'Accounting & Assurance']",Turkish,Turkey-6483,UFRS 17/TFRS 17 Insurance Contracts
"Bilgi Teknolojileri Dönüşüm, Strateji ve Yönetişim Hizmetleri","['Technology', 'Governance, Controls & Compliance', 'Board, Strategy & Management']",Turkish,Turkey-6587,"Information Technologies Transformation, Strategy and Governance Services"
"SKAT ændrer praksis for, hvornår konkursboer skal momsregistreres","['VAT & Customs', 'Accounting & Assurance', 'Government & Policy']",Danish,Denmark-13630,SKAT changes the practice of when bankruptcy estate should be registered for VAT
Gwiazdy Bankowości nagrodzone,['Banking & Financial Markets'],Polish,Poland-1391,Banking stars awarded
Patricia Fernández - Directora responsable de Moda,['Retail & Consumers'],Spanish,Spain-842,Patricia Fernández - Fashion Responsible Director
VLAN Hopping Saldırısı,['IT Security'],Turkish,Turkey-8598,Vlan hopping attack
Долгосрочные стратегии бизнеса обсудят в рамках ПМЭФ-2019,"['Board, Strategy & Management']",Russian,Russia-11692,Long-term business strategies will be discussed as part of the PMEF-2019
PSD2 in Europe,['Banking & Financial Markets'],English,Turkey-5651,PSD2 in Europe
Transactions services,['M&A & Valuations'],English,Spain-1034,Transactions services
מבזקי מס  2014,['Tax'],Hebrew,Israel-4527,2014 tax flash
Technology alliances,['Technology'],English,Turkey-5423,Technology alliances
Yritysten rahoitustoimintoja tukevat palvelut - Tilintarkastus- ja varmennuspalvelut,"['Accounting & Assurance', 'Banking & Financial Markets']",Finnish,Finland-3652,Business Financing Services - Audit and Verification Services
Megújul a kettős adóztatással kapcsolatos uniós vitarendezési mechanizmus,"['Tax', 'Government & Policy', 'Financial Crime']",Hungarian,Hungary-187,Renewed the EU dispute resolution mechanism related to dual taxation
Sektor bankowy czekają poważne wyzwania,['Banking & Financial Markets'],Polish,Poland-1457,The banking sector awaits serious challenges
מיסוי מקרקעין,"['Real Estate & Construction', 'Tax']",Hebrew,Israel-4519,Real Estate Taxation
"Podcast: Nyt om skat, uge 43 - Regeringens lovprogram: Moms","['VAT & Customs', 'Government & Policy']",Danish,Denmark-12920,"Podcast: New About Tax, Week 43 - Government Law Program: VAT"
Tax Flash: Ministerial Circular 1142 - 2/7/2015,['Tax'],English,Greece-10885,Tax Flash: Ministerial Circular 1142 - 2/7/2015
Data and analytics,['Technology'],English,Greece-10442,Data and analytics
TÜBİTAK 1501 Sanayi Ar-Ge Destek Programına Sadece KOBİ'ler Başvurabilecek,"['SME & Family Business', 'Start-Up, Innovation & Entrepreneurship']",Turkish,Turkey-7054,TÜBİTAK 1501 Industrial R & D support program will only apply SMEs
Business management,"['Board, Strategy & Management']",English,Greece-9959,Business management
Kiút lehet a szegénységből az internet globális elterjedése,['Technology'],Hungarian,Hungary-78,Way out of poverty can be the global spread of the Internet
Finans kurumlarında siber risklerin yönetimi,"['IT Security', 'Banking & Financial Markets']",Turkish,Turkey-6653,Management of cyber risks in financial institutions
Türkiye-KKTC Sosyal Güvenlik Anlaşması,"['Actuary, Pension & Insurance']",Turkish,Turkey-6809,Türkiye -kTC Social Security Agreement
CEOs: Post-Covid changes are permanent and there are more to come,"['Board, Strategy & Management', 'Healthcare & Pharmaceuticals']",English,Russia-11509,CEOs: Post-Covid changes are permanent and there are more to come
Territorial and Sustainable Development: “Smart Cities”,"['Corporate Responsibility', 'Technology']",English,Greece-10499,Territorial and Sustainable Development: “Smart Cities”
Luftfartsindustrien - Planlægning af reaktion på COVID-19,"['Supply Chain & Transport', 'Healthcare & Pharmaceuticals']",Danish,Denmark-13097,Aviation Industry - Planning Reaction to Covid -19
Diş fırçalarının ithalatında koruma önlemi için öneri,['VAT & Customs'],Turkish,Turkey-8170,Suggestion for protection precaution in imports of toothbrushes
Pokolenie Y wymusza na rynku pracy zmianę zasad rekrutacji,['Human Resource'],Polish,Poland-1415,Generation Y forces the labor market to change the rules of recruitment
Bireysel Emeklilikte Yeni Dönem: Zorunlu Katılım,"['Actuary, Pension & Insurance']",Turkish,Turkey-6960,New Period in Private Retirement: Compulsory Participation
Robotiikan ja tekoälyn hyödyntäminen verotoiminnoissa,"['Technology', 'Tax']",Finnish,Finland-3673,Utilizing robotics and artificial intelligence in tax functions
Vergi Usul Kanunu Genel Tebliği (Sıra No:509),['Tax'],Turkish,Turkey-6713,General Communiqué on Tax Procedure Law (Rank No: 509)
Top Trends 00 - IBOR Transition,['Banking & Financial Markets'],English,Italy-4800,Top Trends 00 - IBOR Transition
Skil á bókhaldi,['Accounting & Assurance'],Icelandic,Iceland-11373,Submission of accounting
Deal Announcement Katsastus Kovalainen and Q-katsastus,['M&A & Valuations'],English,Finland-3515,Deal Announcement Katsastus Kovalainen and Q-katsastus
Accounting Outsourcing,['Accounting & Assurance'],English,Greece-10440,Accounting Outsourcing
Tax Flash: Law 4334/2015,['Tax'],English,Greece-10878,Tax Flash: Law 4334/2015
Rada Ministrów zajmie się poprawą „otoczenia prawnego” przedsiębiorców,"['Start-Up, Innovation & Entrepreneurship', 'Government & Policy', 'Governance, Controls & Compliance']",Polish,Poland-1062,"The Council of Ministers will improve the ""legal environment"" of entrepreneurs"
PwC、APEC CEO年次調査を発表‐アジア太平洋地域の貿易障壁は高まるも、ビジネスリーダーは同地域への投資計画を拡大,"['Board, Strategy & Management', 'Government & Policy']",Japanese,Japan-9641,"PWC announces the annual Survey of APEC CEO -Despite the increase in trade barriers in the Asia -Pacific region, business leaders have expanded their investment plans in the region."
Φορολογία χαρτοσήμου και o Φόρος Συγκέντρωσης Κεφαλαίων...στην Πράξη,"['Tax', 'VAT & Customs']",Greek,Greece-10056,Stamp Tax and the Capital Concentration Tax ... In practice
Leasing efter IFRS 16,['Accounting & Assurance'],Danish,Denmark-13505,Leasing after IFRS 16
IFRS News,['Accounting & Assurance'],English,Turkey-5357,IFRS News
Eksportmomslånet skal tilbagebetales senest den 15. januar 2018,"['VAT & Customs', 'Banking & Financial Markets']",Danish,Denmark-12451,"The export commercial loan must be repaid by January 15, 2018"
EBA's arbejdsprogram 2019,"['Banking & Financial Markets', 'Government & Policy']",Danish,Denmark-12760,EBA's Work Program 2019
Avrupa Birliği Menşeli Bazı Tarım Ürünleri İthalatında Tarife Kontenjanı uygulanması Hakkında Kararda Değişiklik Yapılmasına Dair 166 Sayılı Cumhurbaşkanı Kararı,"['VAT & Customs', 'Government & Policy']",Turkish,Turkey-7388,The decision of the President of the President of the European Union on the implementation of tariff quota in imports of some agricultural products of the European Union.
EU generaladvokat: Hvem er arbejdsgiver? (social sikring),"['Actuary, Pension & Insurance', 'Government & Policy']",Danish,Denmark-12942,EU General Advocate: Who is the employer? (social Security)
Nyt klimaudspil fra regeringen får betydning for forsyningsselskabernes økonomi,"['Government & Policy', 'Power, Energy & Renewables']",Danish,Denmark-13217,New climate play from the government will have an impact on the utilities of utilities
TMT Companies Survey: Seizing the innovation edge,"['Start-Up, Innovation & Entrepreneurship', 'Technology']",English,Turkey-5970,TMT Companies Survey: Seizing the innovation edge
İthalat Rejimi Kararına Ek Karar (Karar Sayısı: 2703),['VAT & Customs'],Turkish,Turkey-7786,Additional Decision to the Import Regime Decision (Number of Decisions: 2703)
Coaching Skills for Managers  (Αναπτύσσοντας δεξιότητες coaching),['Human Resource'],Greek,Greece-9975,Coaching Skills for Managers (developing coaching skills)
PwC tecknar ramavtal med Kammarkollegiet – Managementtjänster verksamhets- och organisationsutveckling,"['Board, Strategy & Management']",Swedish,Sweden-14226,PWC signs a framework agreement with the Chamber College- Management Services Operations and Organizational Development
8 najczęstszych pytań o raportowanie zgodne z ESEF. Co emitenci wiedzieć powinni? | PwC Polska,"['Accounting & Assurance', 'Technology']",Polish,Poland-879,8 most common questions about reporting in accordance with ESEF. What should the issuers know? | PwC Poland
Polskie firmy mogą rozwijać bezpośrednie inwestycje zagraniczne. Ranking perspektywicznych rynków dla polskich inwestorów,['Asset & wealth management'],Polish,Poland-1832,Polish companies can develop direct foreign investment. Ranking of perspective markets for Polish investors
Doing Business in Turkey,['Government & Policy'],Turkish,Turkey-9602,Doing Business in Turkey
e-Sprawozdania Finansowe – od października obowiązują nowe zasady sprawozdawczości finansowej,"['Accounting & Assurance', 'Technology']",Polish,Poland-1159,Financial e-expeditions-new financial reporting rules have been in force since October
"Governments should do more to unlock the potential of technology to facilitate tax compliance, says PwC and World Bank report","['Government & Policy', 'Technology', 'Tax']",English,Global-14031,"Governments should do more to unlock the potential of technology to facilitate tax compliance, says PwC and World Bank report"
Después de la crisis: Tres consejos para reajustar los costes y remodelar tu negocio y volver a crecer,"['Board, Strategy & Management']",Spanish,Spain-967,After the crisis: three tips to readjust costs and remodel your business and grow again
Deal summary St1 Oy / Oy Shell AB,['M&A & Valuations'],English,Finland-3589,Deal summary St1 Oy / Oy Shell AB
LIBOR’a Veda - II: Neler Yapılmalı?,['Banking & Financial Markets'],Turkish,Turkey-9455,Farewell to LIBOR - II: What to do?
"A kockázati tőke vonzó a magyar startupoknak, de adott esetben könnyen székhelyet váltanának","['Asset & wealth management', 'Start-Up, Innovation & Entrepreneurship']",Hungarian,Hungary-202,Venti capital is attractive to Hungarian startups but would easily change headquarters
"Лондонская фондовая биржа возвращает себе позиции самой востребованной европейской площадки с точки зрения сделок IPO,  однако в целом уровень активности в сфере IPO в Европе остается низким",['Banking & Financial Markets'],Russian,Russia-11590,"The London Stock Exchange regains the position of the most popular European platform in terms of IPO transactions, but in general, the level of activity in the field of IPO in Europe remains low"
Reiselivet digitaliseres,"['Retail & Consumers', 'Technology']",Norwegian,Norway-11938,Tourism is digitized
UFRS / TFRS Bülteni - Eylül 2018,['Accounting & Assurance'],Turkish,Turkey-6509,UFRS / TFRS Bulletin - September 2018
Los expertos y directivos piden al nuevo gobierno que no toque el Impuesto de Sociedades y una rebaja del IRPF en la próxima legislatura,"['Tax', 'Government & Policy']",Spanish,Spain-2130,Experts and managers ask the new government not to touch the Corporation Tax and an IRPF reduction in the next legislature
Udenlandske Asset Managers bør af konkurrencemæssige hensyn vælge dansk investorskatteordning,"['Asset & wealth management', 'Tax']",Danish,Denmark-13260,"Foreign Asset Managers should, for competitive reasons, choose Danish Investor Tax Scheme"
e-Defter Berat Gönderim Süresi 6 Mayıs 2019'a Uzatıldı,"['Accounting & Assurance', 'Technology']",Turkish,Turkey-6708,"e-leder berat shipping time extended to May 6, 2019"
"Podcast: Nyt om skat, uge 51 - Sanering af afgifter",['VAT & Customs'],Danish,Denmark-12666,"Podcast: New About Tax, Week 51 - Remeding Charges"
Gümrük Yönetmeliğinde Değişiklik Yapılmasına Dair Yönetmelik,"['VAT & Customs', 'Governance, Controls & Compliance']",Turkish,Turkey-7757,Regulation on Amendment to the Customs Regulation
İthalat Rejimi Kararına Ek Karar (Karar Sayısı: 3202),['VAT & Customs'],Turkish,Turkey-7793,Additional Decision to the Import Regime Decision (Number of Decisions: 3202)
Kauppa ja kuluttajatuotteet,['Retail & Consumers'],Finnish,Finland-3852,Shop and consumer products
Od innowacji produktowych do pozytywnego doświadczenia klienta – wywiad wideo | PwC,"['Start-Up, Innovation & Entrepreneurship', 'Retail & Consumers']",Polish,Poland-1203,From product innovations to positive customer experience - video intelligence Pwc
Learning as you grow: Strategic planning in Russia: Global Family Business Survey 2016: PwC,"['SME & Family Business', 'Board, Strategy & Management']",English,Greece-11110,Learning as you grow: Strategic planning in Russia: Global Family Business Survey 2016: PwC
A vueltas con la deducibilidad de los intereses de demora,['Accounting & Assurance'],Spanish,Spain-1304,A laps with the deductibility of delay interests
Ticari Anlaşmazlık Çözümleri ve Suistimal İncelemeleri,['Financial Crime'],Turkish,Turkey-6417,Commercial dispute resolution and abuse investigations
Compensación y Beneficios,['Human Resource'],Spanish,Spain-2527,Compensation & Benefits
PwC、「第21回世界CEO意識調査」の結果をダボス会議に合わせて発表,"['Board, Strategy & Management']",Japanese,Japan-9672,"PWC announces the results of the ""21st World CEO Awareness Survey"" according to the Davos Conference"
Virtual Reality gir økt sikkerhet og millionbesparelser,['Technology'],Norwegian,Norway-11987,Virtual Reality provides increased security and million savings
Kiedy współpraca z samozatrudnionym może zostać uznana za stosunek pracy? Najnowsza interpretacja Sądu Najwyższego,"['Human Resource', 'Government & Policy']",Polish,Poland-772,When can cooperation with the self -employed be considered an employment relationship? The latest interpretation of the Supreme Court
Sorunsuz bir halka arz sürecinde PwC size nasıl yardımcı olabilir?,['Banking & Financial Markets'],Turkish,Turkey-7027,How can PWC help you in a seamless public offering process?
Organisations that embed cybersecurity into their business strategy outperform their peers,"['IT Security', 'Board, Strategy & Management']",English,Global-14072,Organisations that embed cybersecurity into their business strategy outperform their peers
Pasaporte sanitario digital,"['Technology', 'Healthcare & Pharmaceuticals']",Spanish,Spain-992,Digital Health Passport
İnteraktif Vergi Dairesinde Neler Yapılabilir?,['Tax'],Turkish,Turkey-8675,What can be done in the Interactive Tax Office?
PwC Actuarial Services Srl | Privacy notice,"['Actuary, Pension & Insurance']",English,Italy-4620,PwC Actuarial Services Srl | Privacy notice
La actividad concursal en España desciende un 26% en 2015 y se sitúa a niveles de 2009,['Accounting & Assurance'],Spanish,Spain-2123,The bankruptcy activity in Spain drops 26% in 2015 and is at 2009 levels
Finanstilsynets kontroll av Alternative resultatmål (APMer),"['Banking & Financial Markets', 'Government & Policy', 'Accounting & Assurance']",Norwegian,Norway-11809,The Financial Supervisory Authority's control of alternative performance goals (APMs)
Personal Data Protection Bulletin April 2019,"['Governance, Controls & Compliance']",English,Turkey-5811,Personal Data Protection Bulletin April 2019
Anti-crisis shield and state aid | Support instruments for enterprises in Poland | PwC,"['Government & Policy', 'Board, Strategy & Management']",English,Poland-372,Anti-crisis shield and state aid | Support instruments for enterprises in Poland | PwC
Kambiyo Muamelelerinde Banka ve Sigorta Muameleleri Vergisine ilişkin değişiklik,"['Banking & Financial Markets', 'Actuary, Pension & Insurance', 'Tax']",Turkish,Turkey-8874,Amendment to Bank and Insurance Provisions Tax in Cambiation Transactions
Megnyílt a nemzetközi sportszövetségek Magyarországra településének lehetősége,"['Entertainment, Media & eSport']",Hungarian,Hungary-201,The possibility of settling in Hungary has been opened in Hungary
Konsekvenser av Brexit,['Government & Policy'],Norwegian,Norway-11872,Consequences of Brexit
Cyberrisiko,['IT Security'],Danish,Denmark-13497,Cyberrrisiko
Yritysvastuupalvelut,['Corporate Responsibility'],Finnish,Finland-3716,Corporate responsibility services
Skandaler och korruption största anledningen till att vd:ar tvingas lämna sina befattningar,"['Financial Crime', 'Board, Strategy & Management']",Swedish,Sweden-14189,Scandals and corruption biggest reason why CEOs are forced to leave their positions
Fraud & Ethics Line,['Financial Crime'],English,Spain-1152,Fraud & Ethics Line
İthalat Rejimi Kararına Ek Karar (Karar Sayısı: 2682),['VAT & Customs'],Turkish,Turkey-7785,Additional Decision on the Import Regime Decision (Number of Decisions: 2682)
Otwarte Fundusze Emerytalne to potencjalne źródło  finansowania polskich projektów rozwojowych,"['Actuary, Pension & Insurance']",Polish,Poland-1468,Open pension funds are a potential source of financing for Polish development projects
Power Tracker: un’esperienza multipiattaforma per gestire le interruzioni di corrente,"['Power, Energy & Renewables']",Italian,Italy-4822,Power Tracker: a multi -platform experience to manage current interruptions
"Podcast: Nyt om skat, uge 37 - A1-certifikater","['Tax', 'Actuary, Pension & Insurance']",Danish,Denmark-12587,"Podcast: New About Tax, Week 37 - A1 Certificates"
Banks will be like supermarkets,['Banking & Financial Markets'],English,Poland-352,Banks will be like supermarkets
Sosyal Güvenlik Danışmanlık Hizmetleri,"['Actuary, Pension & Insurance']",Turkish,Turkey-6738,SOCIAL SECURITY CONSULTANCY SERVICES
Sosiaali- ja terveydenhuollon toimiala muutoksessa,['Healthcare & Pharmaceuticals'],Finnish,Finland-3860,Social and Health Care Industry in Change
Türkiye-Kebek Sosyal Güvenlik Mutabakatının Uygulama Esasları,"['Actuary, Pension & Insurance']",Turkish,Turkey-6879,Türkiye-KEKEBEK SOCIAL SECURITY CARE APPLICATION PRINCIPLES
"Kapitalkravet i ApS'er er nedsat til DKK 40.000, og IVS'er kan ikke længere etableres","['Accounting & Assurance', 'SME & Family Business']",Danish,Denmark-12770,"The capital requirement in ApSs is reduced to DKK 40,000 and IVSs can no longer be established"
Kender du din virksomheds capabilities?,"['Board, Strategy & Management']",Danish,Denmark-12294,Do you know your company's capabilities?
Ki nézhet munka után első körben az automatizálás miatt?,"['Human Resource', 'Technology']",Hungarian,Hungary-130,Who can look at the first round after work because of automation?
Jak 2020 rok zmienił e-commerce? | PwC,['Retail & Consumers'],Polish,Poland-958,How did 2020 change e-commerce? | Pwc
Company law and governance,"['Governance, Controls & Compliance', 'Accounting & Assurance']",English,Finland-3013,Company law and governance
Serbest bölgelerdeki faaliyetler ile ilgili tüm ödemelerin dövizle veya Türk Lirası yapılabilmesi,['Banking & Financial Markets'],Turkish,Turkey-8243,All payments related to activities in free zones can be made by foreign exchange or Turkish Lira
Veri Yönetişimi Hizmetleri,"['Governance, Controls & Compliance', 'Technology']",Turkish,Turkey-6595,Data Management Services
Rachunkowość zarządcza i analizy to niezbędnik biznesu,['Accounting & Assurance'],Polish,Poland-861,Management accounting and analysis is a business essential
"Podcast: Nyt om skat, uge 26 - Godtgørelse af el-afgifter","['VAT & Customs', 'Power, Energy & Renewables']",Danish,Denmark-12835,"Podcast: New About Tax, Week 26 - Charity of Electric Taxes"
Europejski i polski rynek ofert pierwotnych w III kwartale 2016 r.,['Banking & Financial Markets'],Polish,Poland-1503,The European and Polish market of primary offers in the third quarter of 2016.
Rusland fortsætter med at sætte ind over for aggressiv skatteplanlægning,['Tax'],Danish,Denmark-12422,Russia continues to put in against aggressive tax planning
"The four ‘P’s: People, planet, profits – and passion",['Corporate Responsibility'],English,Greece-11168,"The four ‘P’s: People, planet, profits – and passion"
PwC Japan、デジタルスキルを学ぶ自己学習アプリ「Digital Fitness」を7月末まで無償で提供,"['Human Resource', 'Technology']",Japanese,Japan-9704,"PWC Japan offers a self -learning app ""Digital Fitness"" to learn digital skills free of charge until the end of July"
Rusland indfører vejledning for gensidig aftaleprocedure (MAP),['Tax'],Danish,Denmark-12781,Russia introduces guidance for mutual agreement procedure (MAP)
Vergide Basit Hatalar Önemli Sonuçlar Yaratabilir,['Tax'],Turkish,Turkey-8774,Simple errors in tax can create important results
Vergi Hukuku Bülteni Nisan 2019,['Tax'],Turkish,Turkey-9330,Tax Law Bulletin April 2019
PwC incorpora a Raquel Cabeza para reforzar sus servicios de prevención de blanqueo de capitales,"['Financial Crime', 'Banking & Financial Markets']",Spanish,Spain-2307,PWC incorporates Raquel Cabel to strengthen its capital laundering prevention services
Internal Audit Advisory,['Accounting & Assurance'],English,Greece-10528,Internal Audit Advisory
PwC Mini MBA - Apply now,['Human Resource'],English,Greece-9927,PwC Mini MBA - Apply now
Henkilöverotus ja muut HR-palvelut,"['Human Resource', 'Tax']",Finnish,Finland-3876,Personal taxation and other HR services
Careers,['Human Resource'],English,Finland-2879,Careers
Food fraud vulnerability assessment,['Financial Crime'],English,Greece-10990,Food fraud vulnerability assessment
Startup,"['Start-Up, Innovation & Entrepreneurship']",English,Finland-3319,Startup
IFRS talks - IFRS og Brexit,"['Accounting & Assurance', 'Government & Policy']",Danish,Denmark-12767,IFRS Talks - IFRS and Brexit
"Administracja podatkowa coraz częściej, ale jeszcze nie w pełni, korzysta z możliwości jakie daje JPK",['Tax'],Polish,Poland-1678,"The tax administration is more and more often, but not fully, it takes the possibilities offered by JPK"
@digital #12: „Cyfrowi Czempioni” przemysłu,['Technology'],Polish,Poland-990,"@digital #12: ""Digital Champions"" of Industry"
SGK İş Kazası İncelemeleri ve Geçici İş Göremezlik Ödemelerinde Değişiklik,"['Actuary, Pension & Insurance']",Turkish,Turkey-6804,Change in SSI Work Accident Investigations and Temporary Incompatibility Payments
PwC's 21st CEO Survey: key findings from the oil and gas industry,"['Power, Energy & Renewables', 'Board, Strategy & Management']",English,Turkey-5952,PwC's 21st CEO Survey: key findings from the oil and gas industry
İthalatta Korunma Önlemlerine İlişkin Tebliğ(Tebliğ No: 2017/13),['VAT & Customs'],Turkish,Turkey-7520,Communiqué on Protection Measures in Imports (Communiqué No: 2017/13)
政府統一基準（平成30年度版）に準拠したAWSクラウド利用のセキュリティリファレンスを共同で提供開始,"['IT Security', 'Technology', 'Government & Policy']",Japanese,Japan-9653,AWS cloud -based security forms in compliant with government unified standards (2018 edition) have been jointly provided
Deal summary Cadmatic / Numeriek Centrum Groningen B.V.,['M&A & Valuations'],English,Finland-3040,Deal summary Cadmatic / Numeriek Centrum Groningen B.V.
SKAT styrker indsatsen på momsområdet,"['VAT & Customs', 'Government & Policy']",Danish,Denmark-13631,Tax strengthens the efforts in the VAT area
Brexit: Hvad er status? (uge 14),['Government & Policy'],Danish,Denmark-12716,Brexit: What is status? (Week 14)
Ny vejledning om selskabslovens krav til vederlagspolitik og vederlagsrapport i de børsnoterede selskaber,"['Accounting & Assurance', 'Human Resource']",Danish,Denmark-12970,New guidance on the Companies Act's requirements for remuneration policy and remuneration report in the listed companies
Fund and debt advisory,"['Asset & wealth management', 'Accounting & Assurance']",English,Finland-2941,Fund and debt advisory
"Sektor mediów i rozrywki w Polsce będzie wart 11,5 mld dolarów w 2021 roku","['Entertainment, Media & eSport']",Polish,Poland-1633,The media and entertainment sector in Poland will be worth $ 11.5 billion in 2021
Tax Services,['Tax'],English,Turkey-5499,Tax Services
Encuesta mundial de la empresa familiar 2016,['SME & Family Business'],Spanish,Spain-1594,World Survey of Family Business 2016
Hvad bestyrelsen bør vide om kunstig intelligens (AI),"['Board, Strategy & Management', 'Technology']",Danish,Denmark-13484,What the board should know about artificial intelligence (AI)
Three approaches to apply CAPM,['Banking & Financial Markets'],English,Finland-3004,Three approaches to apply CAPM
Retail & consumer,['Retail & Consumers'],English,Turkey-9143,Retail & consumer
PwC España en el Mobile World Congress 2017,['Technology'],Spanish,Spain-2573,PWC Spain at the Mobile World Congress 2017
Tilintarkastusten arvostus korkealla – uudistuksille kuitenkin kysyntää,"['Accounting & Assurance', 'Government & Policy']",Finnish,Finland-3402,"Valuation of audits at a high level - however, demand for reforms"
EU-Kommissionen: Skatteaftaler udgør ulovlig statsstøtte,"['Tax', 'Government & Policy', 'Financial Crime']",Danish,Denmark-13641,EU Commission: Tax Agreements make up illegal state aid
Gelir Vergisi Genel Tebliği,['Tax'],Turkish,Turkey-7240,Income Tax General Communiqué
Sağlık Bakanlığınca Denetlenen Bazı Ürünlerin İthalat Denetimi Tebliği,"['VAT & Customs', 'Governance, Controls & Compliance', 'Government & Policy']",Turkish,Turkey-7549,Communiqué on import inspection of some products supervised by the Ministry of Health
Finnish national developments with regards to the final tax losses doctrine concerning cross-border EU/EEA group contribution,"['Tax', 'Government & Policy']",English,Finland-3198,Finnish national developments with regards to the final tax losses doctrine concerning cross-border EU/EEA group contribution
Contacta con Digital - Digital Customer,"['Retail & Consumers', 'Technology']",Spanish,Spain-1398,Contact Digital - Digital Customer
Paying Taxes 2017,['Tax'],English,Turkey-5618,Paying Taxes 2017
2017 Tax reform for Economic Growth and American Jobs - The Biggest Individual and Business Tax Cut in American History,"['Tax', 'Government & Policy']",Danish,Denmark-12262,2017 Tax reform for Economic Growth and American Jobs - The Biggest Individual and Business Tax Cut in American History
IPO Watch Europe Q2 2016,['Banking & Financial Markets'],English,Greece-11030,IPO Watch Europe Q2 2016
Databeskyttelsesloven nu vedtaget,"['Governance, Controls & Compliance']",Danish,Denmark-12515,The Data Protection Act now passed
Los directivos de la banca ven en la llegada de nuevos entrantes ajenos al sector la principal amenaza al negocio tradicional,['Banking & Financial Markets'],Spanish,Spain-2057,Bank managers see in the arrival of new entrants outside the sector the main threat to the traditional business
Forensic Data Analytics,"['Financial Crime', 'Technology']",English,Spain-1154,Forensic Data Analytics
Er din årsomvurdering 2019 korrekt?,['Accounting & Assurance'],Danish,Denmark-13104,Is your annual rating 2019 correct?
İthalatta Gözetim Uygulamasına İlişkin Tebliğ (Tebliğ No: 2016/4)'de Değişiklik Yapılmasına Dair Tebliğ,['VAT & Customs'],Turkish,Turkey-7462,Communiqué on the Application of Surveillance in Imports (Communiqué No: 2016/4)
La generación femenina del milenio,['Human Resource'],Spanish,Spain-1504,Millennium female generation
e-Fatura Yükümlülük Takvimi,"['Accounting & Assurance', 'Technology']",Turkish,Turkey-8324,e-invoice obligation calendar
Değerli konut vergisi - 2021 yılının yeni vergisi,"['Real Estate & Construction', 'Tax']",Turkish,Turkey-8546,Dear Housing Tax - New Tax of 2021
7252 Sayılı Kanunda Yer Alan Yeni SGK Prim Teşviki,"['Actuary, Pension & Insurance']",Turkish,Turkey-6831,New SSI premium incentives in Law No. 7252
Propilen Üretiminde Kullanılacak Propan Teslimlerinde ÖTV’nin Sıfıra İndirilmesi,"['VAT & Customs', 'Power, Energy & Renewables']",Turkish,Turkey-7942,Reducing SCT to zero in propane delivery to be used in propylene production
Forbrugsvarer - Planlægning af reaktion på COVID-19,"['Retail & Consumers', 'Healthcare & Pharmaceuticals']",Danish,Denmark-13078,Consumables - Planning Reaction to Covid -19
Türkiye Enerji Sektöründeki Birleşme ve Satın Almalar Raporu 2019,"['M&A & Valuations', 'Power, Energy & Renewables']",Turkish,Turkey-8924,Turkish Energy Sector Unification and Purchases Report 2019
"Prezesi wierzą we wzrost przychodów własnych firm w 2012 r., choć negatywnie oceniają szanse na poprawę sytuacji gospodarczej na świecie","['Board, Strategy & Management']",Polish,Poland-1308,"CEOs believe in an increase in their own revenues of companies in 2012, although they negatively assess the chances of improving the economic situation in the world"
PwC's CEO Survey 2018,"['Board, Strategy & Management']",English,Denmark-13381,PwC's CEO Survey 2018
EBA vil give klarhed om passende behandling af overgangsperiodens udløb efter kapitalkravsforordningen,"['Banking & Financial Markets', 'Government & Policy', 'Accounting & Assurance']",Danish,Denmark-12877,EBA will give clarity on appropriate treatment of the end of the transition period under the capital requirement regulation
Corporate governance services,"['Governance, Controls & Compliance']",English,Turkey-5488,Corporate governance services
Investeringsservice fra Storbritannien,['Asset & wealth management'],Danish,Denmark-13249,Investment Service from the UK
İthalatta Gözetim Uygulamasına İlişkin Tebliğ (Tebliğ no:2018/9),['VAT & Customs'],Turkish,Turkey-7460,Communiqué on Import Outslide Application (Communiqué No: 2018/9)
Elektronik Sigara Bazı Tütün Mm. ve Bunları Taklit Eder Tarzda Kullanılan Mm. İthalatı ,"['VAT & Customs', 'Technology']",Turkish,Turkey-7729,Electronic cigarette some tobacco mm. and mm used in the style that imitates them. Imports
Contacte - Construcción y Servicios,['Real Estate & Construction'],Spanish,Spain-279,CONTACT - CONSTRUCTION AND SERVICES
Ενοποιημένες Οικονομικές Καταστάσεις,['Accounting & Assurance'],Greek,Greece-10150,Consolidated financial statements
Piattaforme digitali innovative a supporto della Field Service Optimization,"['Technology', 'Start-Up, Innovation & Entrepreneurship']",Italian,Italy-4841,Innovative digital platforms to support the Field Service Optimization
Communications Review / Mobile data analytics / Mobil veri analizi artık yalnızca tüketicilere yönelik değil!,"['Technology', 'Retail & Consumers']",Turkish,Turkey-9074,Communications Review / Mobile Data Analytics / Mobile Data Analysis is no longer for consumers anymore!
Λογιστική της Φορολογίας Εισοδήματος με βάση τα IFRS και ΕΛΠ,"['Accounting & Assurance', 'Tax']",Greek,Greece-10165,Income Tax Accounting Based on IFRS and HO
Nakit sermaye artışında faiz indiriminde netleşen/netleşmeyen konular,['Banking & Financial Markets'],Turkish,Turkey-8714,Subjects that are clear/clarified in the interest rate reduction in cash capital increase
